Product_Category,Price,Quantity,Payment_Method,Delivery_Time_Days,Customer_Rating,Discount_Applied,gender,age_category,size,Purchase
Αξεσουάρ,14.84,1,Αντικαταβολή,7,4,18,Men,Children,M,1
Μπουφάν,61.79,2,PayPal,9,3,23,Neutral,Youth,L,1
Παντελόνι,-6.78,3,PayPal,3,4,3,Women,Adult,S,1
Αξεσουάρ,29.41,3,PayPal,7,5,45,Neutral,Children,S,1
Μπουφάν,81.5,2,Αντικαταβολή,3,5,1,Neutral,Adult,S,1
Παντελόνι,36.27,5,Κάρτα,3,5,29,Women,Adult,S,1
Παντελόνι,39.77,3,Αντικαταβολή,2,4,48,Neutral,Adult,M,1
Παντελόνι,75.47,0,Αντικαταβολή,4,5,37,Women,Adult,L,0
Παντελόνι,34.14,5,PayPal,4,4,30,Men,Adult,XL,1
Παντελόνι,65.27,2,PayPal,5,3,39,Women,Children,L,1
Παπούτσια,73.48,3,Κάρτα,4,5,15,Men,Youth,S,1
Αξεσουάρ,59.57,1,PayPal,4,4,32,Neutral,Youth,XL,1
Μπουφάν,21.1,2,PayPal,2,4,49,Neutral,Youth,M,1
Παπούτσια,37.92,0,Κάρτα,7,5,2,Men,Youth,S,0
Παπούτσια,104.27,2,PayPal,3,5,17,Neutral,Children,S,1
Μπλούζα,40.19,1,PayPal,7,4,9,Women,Children,XL,1
Μπλούζα,109.73,2,PayPal,8,1,1,Men,Children,M,1
Μπλούζα,84.18,3,Αντικαταβολή,8,4,29,Neutral,Adult,XL,1
Φόρεμα,60.38,2,PayPal,9,5,29,Men,Adult,M,1
Μπλούζα,55.94,2,Αντικαταβολή,2,3,24,Women,Adult,S,1
Μπουφάν,40.7,1,PayPal,6,5,42,Women,Youth,L,1
Παπούτσια,48.22,2,PayPal,5,2,23,Neutral,Adult,S,1
Μπουφάν,36.23,2,Αντικαταβολή,5,4,34,Women,Youth,L,1
Αξεσουάρ,48.73,4,Αντικαταβολή,5,4,9,Men,Adult,L,1
Μπλούζα,22.76,1,PayPal,7,3,47,Women,Youth,M,1
Φόρεμα,21.68,3,Κάρτα,3,5,29,Men,Adult,XL,1
Αξεσουάρ,76.02,1,PayPal,3,4,25,Men,Adult,M,1
Φόρεμα,17.75,2,Αντικαταβολή,3,3,34,Women,Children,S,1
Αξεσουάρ,67.72,2,PayPal,5,4,23,Neutral,Adult,XL,1
Παπούτσια,12.11,0,PayPal,9,5,19,Women,Adult,L,0
Μπουφάν,62.59,1,Αντικαταβολή,5,3,38,Men,Children,L,1
Παντελόνι,45.85,3,Κάρτα,7,5,48,Men,Youth,S,1
Μπουφάν,76.43,3,Κάρτα,7,3,39,Women,Children,XL,1
Μπλούζα,43.36,2,Αντικαταβολή,8,3,34,Neutral,Children,S,1
Παντελόνι,9.81,1,Αντικαταβολή,5,2,38,Neutral,Youth,S,1
Φόρεμα,46.24,1,PayPal,6,2,9,Men,Adult,M,1
Παπούτσια,53.19,0,Αντικαταβολή,6,3,26,Men,Youth,S,0
Παπούτσια,47.36,1,Αντικαταβολή,8,5,14,Neutral,Adult,XL,1
Φόρεμα,61.5,2,PayPal,7,2,14,Women,Adult,S,1
Μπλούζα,38.71,0,PayPal,5,3,36,Men,Youth,XL,0
Φόρεμα,24.73,3,PayPal,3,3,34,Men,Children,L,1
Αξεσουάρ,30.01,2,Κάρτα,3,4,2,Neutral,Youth,S,1
Μπλούζα,39.68,4,Κάρτα,6,5,28,Women,Adult,XL,1
Παντελόνι,39.51,1,Αντικαταβολή,6,5,3,Neutral,Youth,L,1
Φόρεμα,98.12,4,PayPal,5,1,46,Women,Youth,XL,1
Μπλούζα,75.1,2,Αντικαταβολή,5,5,15,Women,Adult,L,1
Παντελόνι,63.73,1,Αντικαταβολή,3,4,4,Women,Children,M,1
Φόρεμα,58.92,5,Κάρτα,7,4,20,Men,Youth,S,1
Παπούτσια,56.0,5,Κάρτα,4,4,39,Neutral,Adult,S,1
Φόρεμα,56.1,2,Αντικαταβολή,7,5,41,Neutral,Adult,L,1
Μπουφάν,53.27,2,PayPal,8,3,20,Women,Youth,M,1
Φόρεμα,50.8,3,Κάρτα,3,3,1,Men,Children,XL,1
Μπουφάν,8.16,3,Κάρτα,7,3,13,Men,Youth,M,1
Παντελόνι,42.62,2,Κάρτα,3,4,4,Neutral,Children,XL,1
Φόρεμα,45.19,3,Αντικαταβολή,5,3,6,Men,Children,XL,1
Παντελόνι,35.02,2,Κάρτα,9,4,10,Men,Children,S,1
Παντελόνι,38.88,0,PayPal,9,5,34,Women,Children,L,0
Μπλούζα,56.01,2,Κάρτα,4,4,29,Men,Youth,S,1
Παντελόνι,65.35,4,Αντικαταβολή,4,4,43,Women,Adult,S,1
Παντελόνι,55.98,0,Αντικαταβολή,9,5,45,Neutral,Adult,S,0
Φόρεμα,64.85,4,Αντικαταβολή,8,5,0,Men,Adult,XL,1
Φόρεμα,65.2,0,Αντικαταβολή,5,4,15,Neutral,Adult,S,0
Παπούτσια,44.01,2,PayPal,2,4,46,Neutral,Adult,XL,1
Μπλούζα,60.51,0,Αντικαταβολή,5,5,0,Men,Adult,L,0
Παντελόνι,15.07,1,Κάρτα,6,3,21,Men,Youth,XL,1
Μπλούζα,42.31,2,PayPal,7,4,12,Neutral,Children,XL,1
Μπουφάν,39.96,1,Αντικαταβολή,4,2,26,Men,Adult,M,1
Παντελόνι,80.63,4,Αντικαταβολή,8,5,14,Women,Youth,S,1
Μπλούζα,56.74,2,PayPal,5,2,16,Women,Adult,S,1
Παπούτσια,23.31,0,Κάρτα,3,3,8,Men,Adult,S,0
Παπούτσια,61.89,1,PayPal,3,4,4,Neutral,Children,S,1
Παντελόνι,68.2,4,Κάρτα,7,5,22,Men,Children,M,1
Μπουφάν,48.21,6,Κάρτα,3,4,43,Men,Children,M,1
Παπούτσια,63.81,1,Αντικαταβολή,8,5,48,Neutral,Adult,M,1
Παπούτσια,0.09,3,PayPal,9,5,42,Neutral,Adult,M,1
Μπουφάν,-3.99,2,PayPal,5,4,10,Women,Adult,S,1
Μπλούζα,26.43,0,Αντικαταβολή,2,5,23,Neutral,Children,XL,0
Παπούτσια,52.98,4,Αντικαταβολή,8,1,7,Women,Youth,L,1
Φόρεμα,80.64,3,Κάρτα,6,5,46,Neutral,Adult,M,1
Αξεσουάρ,27.47,0,Αντικαταβολή,3,5,33,Men,Adult,XL,0
Αξεσουάρ,32.93,0,PayPal,5,5,41,Women,Adult,M,0
Παπούτσια,51.77,2,Αντικαταβολή,2,5,30,Women,Youth,S,1
Μπλούζα,40.15,3,Αντικαταβολή,4,5,21,Women,Adult,S,1
Μπλούζα,39.02,2,Αντικαταβολή,9,3,13,Men,Youth,XL,1
Παντελόνι,41.57,2,Αντικαταβολή,8,3,4,Men,Adult,XL,1
Φόρεμα,76.3,1,Αντικαταβολή,9,3,16,Men,Youth,XL,1
Μπλούζα,72.32,3,Κάρτα,8,2,17,Men,Adult,S,1
Μπουφάν,50.47,3,Αντικαταβολή,8,5,18,Men,Children,S,1
Φόρεμα,83.09,1,Αντικαταβολή,9,2,6,Women,Children,L,1
Αξεσουάρ,60.18,1,PayPal,8,2,25,Men,Children,XL,1
Φόρεμα,73.08,2,Αντικαταβολή,4,5,24,Women,Children,L,1
Μπουφάν,32.79,3,PayPal,7,5,17,Men,Adult,M,1
Παπούτσια,36.93,2,PayPal,9,5,43,Neutral,Children,L,1
Μπουφάν,36.71,2,PayPal,6,5,14,Women,Youth,M,1
Μπουφάν,48.27,1,PayPal,5,4,28,Neutral,Children,M,1
Παπούτσια,51.2,4,Κάρτα,5,5,45,Women,Children,L,1
Παπούτσια,56.48,1,Κάρτα,3,4,41,Neutral,Children,XL,1
Παπούτσια,89.46,0,PayPal,2,5,48,Men,Adult,M,0
Παπούτσια,64.43,3,Κάρτα,6,2,0,Men,Children,XL,1
Παπούτσια,39.7,0,Κάρτα,2,5,3,Men,Youth,S,0
Μπουφάν,49.93,2,Αντικαταβολή,8,4,8,Women,Children,M,1
Παντελόνι,80.1,3,Κάρτα,8,4,35,Neutral,Children,S,1
Παντελόνι,65.64,3,PayPal,8,5,31,Men,Children,L,1
Μπλούζα,79.84,3,PayPal,6,5,23,Neutral,Youth,XL,1
Παντελόνι,40.35,1,PayPal,5,5,36,Neutral,Children,L,1
Αξεσουάρ,35.77,2,PayPal,5,3,17,Men,Youth,M,1
Παντελόνι,36.06,2,Αντικαταβολή,6,3,14,Men,Youth,S,1
Μπουφάν,41.96,0,Κάρτα,2,1,19,Neutral,Children,M,0
Παπούτσια,28.73,0,PayPal,7,2,39,Men,Youth,L,0
Παπούτσια,55.9,2,Αντικαταβολή,4,3,1,Men,Adult,XL,1
Μπουφάν,56.25,2,PayPal,4,5,24,Men,Children,XL,1
Αξεσουάρ,76.78,3,Κάρτα,8,4,12,Women,Children,M,1
Παντελόνι,14.79,3,Αντικαταβολή,3,5,26,Neutral,Youth,M,1
Μπουφάν,31.12,1,Κάρτα,3,4,12,Neutral,Youth,S,1
Μπλούζα,66.11,2,Αντικαταβολή,7,4,27,Women,Children,L,1
Παπούτσια,53.67,1,PayPal,2,2,45,Neutral,Adult,M,1
Φόρεμα,50.9,1,PayPal,7,5,14,Men,Youth,S,1
Μπλούζα,75.28,0,Κάρτα,5,5,28,Neutral,Youth,M,0
Αξεσουάρ,29.8,3,Κάρτα,2,3,20,Men,Adult,XL,1
Μπλούζα,35.43,2,Αντικαταβολή,6,3,43,Women,Adult,S,1
Μπουφάν,33.07,2,Κάρτα,8,3,30,Men,Children,S,1
Παντελόνι,9.74,0,Κάρτα,4,5,22,Neutral,Adult,M,0
Παπούτσια,52.66,3,PayPal,3,5,36,Neutral,Children,L,1
Αξεσουάρ,39.54,2,PayPal,9,4,2,Neutral,Adult,XL,1
Αξεσουάρ,35.34,3,PayPal,2,3,49,Women,Youth,L,1
Φόρεμα,31.73,2,PayPal,2,3,34,Women,Children,S,1
Μπλούζα,49.65,5,PayPal,6,2,13,Neutral,Children,L,1
Φόρεμα,34.03,3,PayPal,8,1,1,Men,Children,S,1
Παντελόνι,54.43,0,PayPal,8,3,49,Women,Adult,L,0
Παντελόνι,59.18,3,Αντικαταβολή,5,2,12,Neutral,Youth,M,1
Φόρεμα,44.11,2,PayPal,8,4,1,Neutral,Children,L,1
Παπούτσια,42.75,4,PayPal,5,4,11,Women,Children,S,1
Παντελόνι,53.71,2,PayPal,8,4,26,Women,Children,XL,1
Φόρεμα,49.42,4,PayPal,9,4,33,Women,Children,XL,1
Μπλούζα,76.6,4,PayPal,8,5,39,Men,Youth,XL,1
Φόρεμα,56.37,2,Κάρτα,4,4,4,Men,Adult,S,1
Φόρεμα,71.91,2,Κάρτα,7,3,24,Neutral,Youth,L,1
Μπουφάν,62.21,3,PayPal,7,5,10,Women,Children,XL,1
Παντελόνι,23.63,2,PayPal,3,5,12,Men,Youth,XL,1
Παπούτσια,38.83,2,PayPal,5,3,27,Women,Children,XL,1
Παπούτσια,49.04,3,Αντικαταβολή,5,1,20,Neutral,Adult,M,1
Μπουφάν,67.37,3,PayPal,9,5,48,Men,Adult,S,1
Αξεσουάρ,88.56,2,Αντικαταβολή,5,5,47,Men,Adult,S,1
Παπούτσια,40.32,2,Αντικαταβολή,7,2,25,Men,Children,S,1
Φόρεμα,51.11,2,PayPal,2,1,26,Neutral,Youth,S,1
Μπουφάν,66.0,4,Κάρτα,8,5,25,Women,Adult,S,1
Μπλούζα,48.84,4,PayPal,8,3,14,Men,Children,M,1
Παντελόνι,82.88,3,PayPal,5,5,49,Neutral,Children,L,1
Παντελόνι,23.04,2,Κάρτα,7,3,5,Women,Youth,M,1
Παντελόνι,63.56,4,Κάρτα,6,5,3,Neutral,Adult,XL,1
Φόρεμα,63.36,2,PayPal,7,2,3,Women,Children,M,1
Μπλούζα,73.04,2,PayPal,4,3,29,Neutral,Youth,S,1
Μπουφάν,51.24,6,Αντικαταβολή,5,5,12,Women,Adult,M,1
Μπουφάν,67.83,1,Κάρτα,9,3,8,Men,Youth,S,1
Παντελόνι,45.02,0,Αντικαταβολή,3,2,41,Women,Youth,M,0
Μπλούζα,33.97,1,Αντικαταβολή,9,5,13,Neutral,Children,S,1
Μπλούζα,31.06,1,Αντικαταβολή,2,2,27,Neutral,Children,XL,1
Μπλούζα,21.17,2,Αντικαταβολή,8,2,39,Women,Children,S,1
Παπούτσια,41.17,0,Κάρτα,6,3,2,Men,Youth,M,0
Παπούτσια,56.23,5,Κάρτα,7,4,40,Men,Children,XL,1
Παντελόνι,45.84,4,Κάρτα,4,5,28,Women,Youth,M,1
Μπλούζα,53.96,3,PayPal,2,5,32,Women,Youth,XL,1
Αξεσουάρ,74.7,2,Αντικαταβολή,6,4,14,Neutral,Children,L,1
Μπλούζα,39.65,1,PayPal,2,4,46,Men,Adult,L,1
Μπουφάν,96.81,2,Κάρτα,4,4,38,Women,Adult,L,1
Μπουφάν,65.1,3,Κάρτα,4,5,14,Men,Adult,M,1
Παντελόνι,46.06,4,PayPal,5,5,6,Women,Youth,M,1
Αξεσουάρ,45.61,1,Αντικαταβολή,3,5,44,Women,Youth,XL,1
Μπλούζα,29.84,0,Κάρτα,5,5,11,Men,Youth,XL,0
Αξεσουάρ,49.49,1,Αντικαταβολή,7,3,49,Women,Children,XL,1
Παντελόνι,6.77,0,Αντικαταβολή,8,4,38,Women,Youth,XL,0
Μπουφάν,75.12,2,Κάρτα,2,4,6,Neutral,Children,S,1
Μπουφάν,-6.33,2,PayPal,5,3,46,Women,Children,L,1
Παπούτσια,50.84,0,Αντικαταβολή,4,2,40,Women,Adult,S,0
Παντελόνι,27.12,0,PayPal,4,5,5,Women,Adult,S,0
Παντελόνι,35.98,0,Αντικαταβολή,4,4,25,Neutral,Adult,S,0
Μπλούζα,38.56,0,Αντικαταβολή,5,4,8,Men,Children,S,0
Μπλούζα,88.51,2,Κάρτα,8,4,23,Neutral,Children,L,1
Παπούτσια,27.93,3,PayPal,7,5,29,Neutral,Children,S,1
Φόρεμα,68.29,2,Αντικαταβολή,7,2,15,Men,Youth,XL,1
Αξεσουάρ,73.21,2,PayPal,6,4,47,Neutral,Children,M,1
Φόρεμα,3.23,3,Αντικαταβολή,5,4,26,Men,Adult,XL,1
Φόρεμα,37.69,2,PayPal,5,5,32,Neutral,Adult,M,1
Παντελόνι,79.69,3,PayPal,9,4,22,Men,Children,XL,1
Αξεσουάρ,23.7,3,Κάρτα,5,5,44,Women,Children,XL,1
Παντελόνι,73.97,3,Αντικαταβολή,5,4,18,Neutral,Adult,M,1
Αξεσουάρ,49.64,2,Αντικαταβολή,4,5,35,Neutral,Children,L,1
Μπουφάν,48.78,0,Αντικαταβολή,8,5,18,Neutral,Adult,S,0
Παντελόνι,51.39,4,Αντικαταβολή,3,4,21,Neutral,Youth,XL,1
Παντελόνι,56.85,1,Κάρτα,5,4,41,Women,Adult,L,1
Παντελόνι,30.89,2,Κάρτα,9,4,44,Neutral,Youth,S,1
Παπούτσια,44.79,3,Αντικαταβολή,5,5,32,Women,Children,L,1
Παντελόνι,57.41,5,PayPal,3,4,44,Women,Children,L,1
Μπλούζα,53.54,1,Κάρτα,9,4,9,Women,Youth,S,1
Μπλούζα,56.98,2,PayPal,5,4,46,Women,Children,XL,1
Αξεσουάρ,35.63,2,PayPal,8,5,31,Men,Youth,L,1
Μπουφάν,62.65,3,PayPal,3,1,14,Men,Children,XL,1
Παπούτσια,52.53,3,Αντικαταβολή,4,2,38,Neutral,Adult,XL,1
Αξεσουάρ,18.39,1,Κάρτα,6,2,45,Men,Children,XL,1
Μπλούζα,39.37,4,Αντικαταβολή,5,3,7,Men,Adult,S,1
Παπούτσια,32.09,2,PayPal,6,4,24,Neutral,Adult,M,1
Παπούτσια,31.83,3,Αντικαταβολή,5,5,17,Neutral,Youth,XL,1
Μπουφάν,40.47,1,PayPal,2,4,14,Neutral,Children,M,1
Παπούτσια,62.27,3,Αντικαταβολή,8,1,25,Men,Youth,M,1
Παντελόνι,37.46,1,Αντικαταβολή,7,4,40,Men,Children,L,1
Παπούτσια,54.5,1,Κάρτα,2,5,43,Neutral,Adult,XL,1
Μπουφάν,51.22,1,Κάρτα,4,3,20,Women,Adult,XL,1
Αξεσουάρ,34.42,4,PayPal,6,5,21,Neutral,Children,XL,1
Μπουφάν,43.1,2,PayPal,6,2,45,Women,Children,M,1
Μπουφάν,67.3,0,PayPal,3,3,33,Women,Youth,S,0
Μπλούζα,53.0,1,Αντικαταβολή,8,5,36,Neutral,Children,M,1
Παντελόνι,60.98,4,PayPal,3,4,36,Neutral,Children,XL,1
Μπλούζα,75.45,1,Κάρτα,5,5,13,Neutral,Children,XL,1
Αξεσουάρ,58.7,1,PayPal,3,5,3,Men,Youth,XL,1
Φόρεμα,11.59,3,PayPal,3,3,23,Women,Children,M,1
Αξεσουάρ,55.41,0,Αντικαταβολή,6,5,1,Men,Adult,XL,0
Παντελόνι,37.64,1,Κάρτα,2,4,0,Men,Youth,L,1
Παπούτσια,86.21,1,PayPal,6,5,1,Neutral,Youth,XL,1
Μπουφάν,57.99,2,Κάρτα,8,4,12,Men,Adult,S,1
Φόρεμα,38.05,2,PayPal,3,2,26,Neutral,Adult,L,1
Παντελόνι,61.33,1,Κάρτα,5,4,16,Women,Adult,XL,1
Μπλούζα,51.82,2,PayPal,2,5,44,Neutral,Children,L,1
Μπουφάν,15.64,1,PayPal,9,1,16,Men,Adult,XL,1
Αξεσουάρ,67.26,2,Αντικαταβολή,3,3,4,Men,Children,S,1
Μπλούζα,41.89,2,Αντικαταβολή,3,3,23,Neutral,Youth,XL,1
Παντελόνι,78.41,4,Κάρτα,7,5,7,Neutral,Youth,L,1
Παντελόνι,47.51,1,Κάρτα,9,3,43,Men,Adult,S,1
Αξεσουάρ,78.79,4,Κάρτα,5,3,8,Women,Children,M,1
Φόρεμα,58.5,3,Κάρτα,5,4,17,Women,Adult,S,1
Αξεσουάρ,69.48,3,Αντικαταβολή,3,1,15,Neutral,Adult,S,1
Παπούτσια,40.16,1,Κάρτα,3,3,31,Women,Children,S,1
Μπλούζα,57.06,3,PayPal,6,4,39,Men,Adult,L,1
Φόρεμα,15.48,2,PayPal,4,4,38,Neutral,Youth,S,1
Μπουφάν,47.46,2,PayPal,5,3,40,Men,Adult,XL,1
Παπούτσια,20.31,1,Αντικαταβολή,8,2,43,Men,Children,S,1
Φόρεμα,27.14,1,Κάρτα,9,4,45,Women,Children,S,1
Μπλούζα,32.18,0,PayPal,5,5,31,Neutral,Youth,XL,0
Παντελόνι,63.21,3,PayPal,8,4,41,Neutral,Children,XL,1
Μπουφάν,47.05,3,Αντικαταβολή,8,4,47,Women,Children,M,1
Αξεσουάρ,50.63,3,Αντικαταβολή,9,3,1,Men,Youth,S,1
Μπλούζα,46.51,1,Αντικαταβολή,7,2,37,Men,Adult,L,1
Παπούτσια,71.61,1,PayPal,6,5,42,Men,Youth,S,1
Παπούτσια,50.08,1,Αντικαταβολή,9,3,3,Men,Adult,S,1
Παντελόνι,54.98,6,PayPal,2,4,4,Neutral,Youth,XL,1
Παντελόνι,38.59,3,Κάρτα,7,5,36,Neutral,Adult,M,1
Μπουφάν,72.99,1,PayPal,7,5,48,Women,Youth,S,1
Αξεσουάρ,74.49,4,Κάρτα,2,5,36,Women,Adult,L,1
Μπουφάν,49.26,1,PayPal,9,5,25,Neutral,Youth,S,1
Παντελόνι,38.31,1,Κάρτα,2,2,42,Neutral,Adult,L,1
Παντελόνι,17.68,2,PayPal,5,5,8,Men,Youth,XL,1
Παπούτσια,32.63,0,PayPal,4,5,14,Men,Children,M,0
Παντελόνι,6.66,2,PayPal,9,3,23,Women,Adult,S,1
Φόρεμα,31.79,0,PayPal,4,5,23,Neutral,Youth,M,0
Μπλούζα,57.14,1,Αντικαταβολή,8,4,34,Women,Adult,S,1
Παντελόνι,48.99,3,PayPal,6,5,47,Neutral,Adult,L,1
Μπουφάν,96.47,3,PayPal,8,3,40,Men,Youth,M,1
Αξεσουάρ,42.58,2,Αντικαταβολή,2,4,24,Women,Adult,S,1
Αξεσουάρ,41.02,1,Αντικαταβολή,2,2,25,Women,Youth,XL,1
Αξεσουάρ,71.26,0,Αντικαταβολή,3,4,22,Neutral,Children,L,0
Φόρεμα,11.46,2,Αντικαταβολή,6,3,5,Men,Adult,M,1
Μπουφάν,20.36,1,Αντικαταβολή,7,4,40,Women,Children,S,1
Φόρεμα,63.28,2,Αντικαταβολή,7,5,26,Men,Adult,M,1
Παντελόνι,46.09,4,Αντικαταβολή,6,5,18,Women,Adult,S,1
Μπλούζα,46.55,1,Αντικαταβολή,5,3,30,Men,Adult,L,1
Αξεσουάρ,31.26,4,Αντικαταβολή,5,5,37,Neutral,Youth,XL,1
Μπουφάν,54.8,0,Αντικαταβολή,6,4,42,Women,Children,L,0
Αξεσουάρ,33.84,1,Αντικαταβολή,4,5,31,Women,Adult,M,1
Φόρεμα,51.45,0,Κάρτα,6,4,1,Men,Youth,M,0
Παπούτσια,26.83,1,PayPal,4,5,17,Men,Adult,S,1
Παντελόνι,46.35,1,PayPal,5,5,27,Women,Youth,L,1
Μπλούζα,90.5,5,Αντικαταβολή,8,4,6,Neutral,Adult,S,1
Παντελόνι,41.5,1,Αντικαταβολή,6,3,22,Men,Children,L,1
Παπούτσια,47.36,1,Κάρτα,4,5,35,Men,Children,M,1
Μπλούζα,45.95,0,Αντικαταβολή,3,5,23,Men,Adult,S,0
Παπούτσια,53.49,3,Κάρτα,3,4,27,Women,Youth,S,1
Παντελόνι,59.36,2,PayPal,6,3,24,Women,Adult,L,1
Φόρεμα,55.14,2,PayPal,2,5,38,Women,Youth,XL,1
Παντελόνι,55.59,2,Αντικαταβολή,6,5,48,Women,Adult,L,1
Παντελόνι,46.38,3,Κάρτα,5,3,3,Neutral,Youth,XL,1
Παντελόνι,52.01,1,Κάρτα,5,5,44,Neutral,Children,L,1
Μπουφάν,45.72,1,PayPal,9,2,18,Women,Adult,M,1
Παπούτσια,13.75,1,PayPal,3,5,3,Neutral,Children,S,1
Παπούτσια,102.61,3,Κάρτα,4,5,12,Men,Children,L,1
Αξεσουάρ,64.56,4,Κάρτα,3,3,0,Men,Adult,M,1
Παπούτσια,30.41,3,PayPal,4,3,33,Men,Adult,L,1
Αξεσουάρ,54.6,0,Κάρτα,8,4,6,Women,Youth,S,0
Μπουφάν,23.08,3,PayPal,6,4,24,Men,Youth,L,1
Φόρεμα,40.12,3,Κάρτα,2,5,22,Neutral,Children,XL,1
Αξεσουάρ,20.36,0,Αντικαταβολή,5,5,29,Women,Youth,S,0
Παντελόνι,48.98,3,PayPal,6,4,48,Neutral,Youth,XL,1
Φόρεμα,18.37,4,Κάρτα,3,5,6,Men,Adult,M,1
Μπουφάν,57.77,1,PayPal,7,4,44,Men,Youth,M,1
Παπούτσια,63.64,3,Κάρτα,7,5,16,Men,Children,L,1
Αξεσουάρ,33.46,2,Αντικαταβολή,6,5,32,Women,Youth,XL,1
Παντελόνι,53.22,1,Αντικαταβολή,2,5,1,Neutral,Children,XL,1
Μπλούζα,32.4,5,Αντικαταβολή,4,2,37,Women,Adult,S,1
Μπλούζα,60.23,1,PayPal,8,4,43,Women,Children,XL,1
Φόρεμα,36.23,0,Αντικαταβολή,2,4,12,Men,Youth,XL,0
Παπούτσια,65.78,2,PayPal,3,4,31,Women,Adult,S,1
Μπλούζα,13.77,1,Αντικαταβολή,2,4,21,Women,Youth,S,1
Φόρεμα,29.9,4,PayPal,9,5,8,Men,Adult,XL,1
Μπουφάν,27.82,1,Αντικαταβολή,5,3,16,Women,Adult,L,1
Φόρεμα,54.07,1,Κάρτα,7,4,17,Men,Youth,S,1
Φόρεμα,61.1,2,Κάρτα,9,3,39,Men,Youth,S,1
Φόρεμα,55.61,1,PayPal,2,3,39,Men,Adult,XL,1
Παντελόνι,39.82,3,Αντικαταβολή,6,5,26,Men,Adult,XL,1
Φόρεμα,-5.9,5,Αντικαταβολή,4,2,10,Women,Youth,S,1
Αξεσουάρ,50.77,1,Κάρτα,5,3,27,Men,Children,XL,1
Φόρεμα,65.76,2,Αντικαταβολή,5,4,7,Men,Youth,S,1
Παντελόνι,103.61,3,Αντικαταβολή,5,1,49,Women,Adult,L,1
Παντελόνι,41.51,3,PayPal,9,2,17,Women,Youth,L,1
Μπουφάν,36.69,3,Κάρτα,3,5,12,Neutral,Children,S,1
Παπούτσια,56.41,2,Αντικαταβολή,3,5,32,Women,Youth,S,1
Μπλούζα,44.88,0,Αντικαταβολή,6,3,14,Women,Adult,M,0
Μπλούζα,75.51,2,PayPal,9,3,21,Neutral,Youth,M,1
Φόρεμα,33.84,3,PayPal,4,5,37,Women,Adult,XL,1
Μπουφάν,45.02,2,PayPal,2,1,29,Women,Adult,XL,1
Φόρεμα,67.52,0,PayPal,6,4,5,Women,Youth,S,0
Μπλούζα,56.17,3,Αντικαταβολή,3,4,44,Women,Adult,S,1
Παντελόνι,73.22,4,Αντικαταβολή,6,5,33,Neutral,Adult,M,1
Παπούτσια,41.27,1,Αντικαταβολή,4,5,18,Women,Children,M,1
Μπουφάν,75.27,4,PayPal,9,4,48,Women,Children,S,1
Παντελόνι,16.72,0,Αντικαταβολή,6,4,32,Neutral,Children,L,0
Παπούτσια,17.52,3,Κάρτα,8,5,13,Men,Children,L,1
Μπουφάν,75.58,3,Κάρτα,7,5,47,Neutral,Adult,XL,1
Μπουφάν,50.15,3,Αντικαταβολή,7,5,46,Men,Youth,S,1
Μπλούζα,68.42,3,PayPal,5,5,40,Neutral,Adult,S,1
Παντελόνι,51.99,2,Κάρτα,2,5,18,Neutral,Adult,XL,1
Μπουφάν,49.86,1,Αντικαταβολή,8,2,39,Women,Adult,M,1
Αξεσουάρ,23.44,3,Κάρτα,3,4,14,Men,Youth,M,1
Μπουφάν,49.46,1,Κάρτα,8,1,9,Women,Children,L,1
Παπούτσια,77.23,3,Κάρτα,3,3,1,Men,Adult,S,1
Μπλούζα,51.13,3,Κάρτα,7,4,49,Neutral,Adult,M,1
Φόρεμα,63.64,3,Αντικαταβολή,9,5,1,Neutral,Children,L,1
Μπλούζα,63.09,2,Κάρτα,4,4,20,Men,Adult,L,1
Φόρεμα,29.75,3,Αντικαταβολή,4,5,11,Women,Youth,L,1
Παντελόνι,67.14,1,Κάρτα,4,2,9,Women,Adult,M,1
Παντελόνι,43.73,2,Κάρτα,3,5,11,Women,Adult,M,1
Μπουφάν,44.81,1,Κάρτα,5,4,38,Women,Children,S,1
Αξεσουάρ,91.95,4,Αντικαταβολή,8,5,1,Neutral,Adult,S,1
Παντελόνι,61.95,3,Κάρτα,2,3,0,Neutral,Adult,L,1
Μπουφάν,37.23,4,Κάρτα,4,4,1,Neutral,Youth,L,1
Μπλούζα,51.29,4,PayPal,3,4,22,Neutral,Children,M,1
Παντελόνι,50.73,4,Κάρτα,5,4,27,Neutral,Children,M,1
Μπλούζα,83.72,4,PayPal,4,2,16,Women,Youth,S,1
Μπλούζα,50.79,1,Αντικαταβολή,8,4,39,Women,Adult,S,1
Αξεσουάρ,94.16,0,Κάρτα,4,4,20,Women,Children,XL,0
Παντελόνι,24.07,0,Κάρτα,2,5,43,Women,Children,S,0
Μπλούζα,49.35,4,PayPal,7,5,33,Neutral,Adult,M,1
Αξεσουάρ,34.74,3,PayPal,2,5,8,Neutral,Adult,L,1
Αξεσουάρ,40.1,0,Κάρτα,6,4,16,Neutral,Children,XL,0
Παντελόνι,40.54,1,Αντικαταβολή,7,3,48,Men,Adult,S,1
Αξεσουάρ,35.77,2,PayPal,7,5,41,Women,Children,S,1
Παντελόνι,84.6,1,Κάρτα,8,4,44,Women,Adult,M,1
Παντελόνι,78.45,1,PayPal,7,3,31,Neutral,Adult,XL,1
Φόρεμα,58.05,6,Αντικαταβολή,4,5,4,Women,Youth,S,1
